basin_id,sum(fast_paras),sum(xSSA_sobol_indexes["paras"]["msi"]["Q"])
04121300,0.670274,0.623354
08LE024,-9999.000000,0.530377
11044000,0.642244,0.445540
01542500,0.720435,0.654144
04066500,0.656445,0.612566
03341300,0.638516,0.667345
03PB002,-9999.000000,0.557977
14187500,0.750869,0.584759
02358000,0.621281,0.714545
07105530,0.528938,0.603591
06073500,0.633606,0.581805
09251100,0.675834,0.551430
01AJ010,-9999.000000,0.611064
04063000,0.681943,0.617010
08167500,0.517333,0.602412
07197000,0.635419,0.648529
01594440,0.662808,0.669447
08KH001,-9999.000000,0.581592
08085500,0.435568,0.593356
06879100,0.419112,0.652910
14183000,0.739931,0.547332
02438000,0.683596,0.672440
08018500,0.586068,0.645338
06470500,0.494484,0.594304
02371500,0.634237,0.669863
08148500,0.412419,0.565637
11470500,0.738271,0.476863
05062500,0.567716,0.587606
01446500,0.736479,0.646294
10350000,0.707266,0.467932
05336700,0.605599,0.607817
11272500,0.706956,0.501491
02030500,0.675990,0.667147
11433300,0.722182,0.482335
05KG007,-9999.000000,0.573338
06036650,0.619035,0.574703
10315500,0.643573,0.485305
02155500,0.670695,0.668516
05518000,0.620975,0.668613
05454500,0.574134,0.639722
03321060,0.667665,0.672891
06927000,0.634948,0.651258
03150300,0.656750,0.685664
05437500,0.594520,0.637821
11051500,0.694141,0.431084
07124200,0.582767,0.604992
07363200,0.660436,0.671616
06354815,0.444855,0.579214
03460795,0.717044,0.682977
04235440,0.706432,0.657535
13337000,0.749466,0.503452
13081500,0.678469,0.555053
01664000,0.662050,0.662467
07301500,0.434819,0.591971
03326500,0.612590,0.665542
01562000,0.698503,0.649724
02353000,0.612584,0.698464
09448500,0.496642,0.596102
02489500,0.653554,0.697027
01544000,0.720943,0.636797
01543500,0.729552,0.639252
14087380,0.644121,0.571693
05132000,0.631555,0.603738
09505800,0.673251,0.540386
06808500,0.548138,0.634994
01015800,0.761032,0.611683
05506800,0.599186,0.646165
11140000,0.685366,0.423096
01540500,0.719957,0.664709
02387000,0.681886,0.686294
02PD002,-9999.000000,0.584280
05580000,0.606082,0.650134
06BB005,-9999.000000,0.586508
03276500,0.648608,0.671555
02089500,0.612259,0.691308
07040100,0.662174,0.677062
04227000,0.695883,0.655942
02296500,0.459300,0.656456
06913500,0.550102,0.627203
07064533,0.664003,0.658064
08181480,0.521221,0.589620
02375500,0.635421,0.690083
02354800,0.603519,0.676099
03072000,0.704884,0.681692
02103000,0.611890,0.663344
01426500,0.737674,0.645440
03209500,0.687191,0.692159
02202600,0.558490,0.665143
13010065,0.758304,0.463266
03230500,0.623005,0.681417
02056000,0.652844,0.662380
03347000,0.621297,0.659852
05387440,0.600597,0.612710
07FA005,-9999.000000,0.581348
03301500,0.661035,0.682949
03606500,0.671219,0.663665
01208500,0.733901,0.634261
12167000,0.753531,0.590167
05LJ007,-9999.000000,0.585897
05330000,0.527794,0.625880
11109000,0.662892,0.423109
02GB007,-9999.000000,0.642008
01428500,0.741710,0.639302
02YC001,-9999.000000,0.581371
02326000,0.567711,0.666095
07290000,0.655830,0.684427
06600500,0.513411,0.607212
05416900,0.587505,0.621582
05280000,0.518613,0.606716
08206600,0.435806,0.601546
06664400,0.451339,0.570305
06923250,0.632878,0.650012
05UF004,-9999.000000,0.535798
11519500,0.732983,0.499534
07290650,0.653745,0.675319
06339500,0.429026,0.595988
05464000,0.571732,0.625724
02322500,0.516502,0.675059
05RD008,-9999.000000,0.592117
02419000,0.632388,0.672930
07057370,0.651377,0.674270
10251250,0.454413,0.447567
09494000,0.644335,0.563841
08173000,0.524767,0.613814
03510577,0.730045,0.688011
05NE003,-9999.000000,0.570744
07036100,0.670404,0.663833
08MA001,-9999.000000,0.536073
09124500,0.725745,0.497033
06906000,0.605820,0.649587
08CC001,-9999.000000,0.529301
01533400,0.721147,0.661298
06324970,0.427840,0.607550
02197320,0.649217,0.696445
06904500,0.592945,0.642120
0351706800,0.736209,0.679010
12414900,0.752837,0.545231
01442500,0.728399,0.644956
02411000,0.668366,0.707711
03348130,0.622415,0.661748
14316700,0.756249,0.563141
03286500,0.674005,0.704323
04079000,0.622185,0.625431
10351700,0.672112,0.489766
06892350,0.443014,0.663077
09504420,0.673777,0.530699
02151000,0.660778,0.676301
01471000,0.666688,0.647608
06453255,0.483525,0.599480
05479000,0.542732,0.614189
06127500,0.465790,0.626511
08172000,0.531571,0.611604
09516500,0.485577,0.486763
02102500,0.631676,0.686410
02448000,0.659774,0.673985
03212500,0.683769,0.698027
02GD004,-9999.000000,0.640652
09403600,0.561911,0.539211
05576000,0.589085,0.655645
04087170,0.587466,0.636637
12389000,0.718426,0.555537
05060000,0.502569,0.580906
02024000,0.683005,0.665827
10321000,0.627129,0.525053
05107500,0.587993,0.590103
07144200,0.496869,0.610610
05540500,0.562512,0.642913
02MC001,-9999.000000,0.631250
02355662,0.610488,0.700269
01AP002,-9999.000000,0.618965
08ED002,-9999.000000,0.546163
05261000,0.575032,0.612428
02073000,0.671195,0.664506
07315500,0.445534,0.636121
07099970,0.501042,0.601398
03209000,0.692752,0.695421
08LE031,-9999.000000,0.560209
03431500,0.685322,0.711085
07336200,0.637674,0.654902
03167000,0.657872,0.665748
04130500,0.681833,0.633810
11042000,0.645907,0.448463
06911400,0.548113,0.623490
02LB008,-9999.000000,0.628878
03271800,0.628811,0.658424
01470500,0.711523,0.643782
05320000,0.540786,0.616839
05463500,0.568297,0.616414
05054500,0.455686,0.579066
06609500,0.538589,0.622806
04201500,0.672171,0.675832
13018750,0.757207,0.474358
02VB004,-9999.000000,0.551093
08NB019,-9999.000000,0.501594
13337500,0.767006,0.513679
10136500,0.713991,0.542892
07096000,0.539139,0.564021
08092000,0.531064,0.602732
06437000,0.489333,0.629291
01420500,0.753761,0.627526
02RG005,-9999.000000,0.600696
02240500,0.451161,0.685279
06919020,0.615183,0.650819
02166501,0.657183,0.685461
12340500,0.683495,0.563406
14170000,0.737429,0.600255
03287000,0.673652,0.704393
01606000,0.728401,0.664758
06GA001,-9999.000000,0.519664
05381000,0.603112,0.615434
01351500,0.736262,0.632462
06469400,0.500924,0.579152
05ME003,-9999.000000,0.556852
07346070,0.613209,0.637161
11276900,0.718746,0.443161
03020500,0.733947,0.649511
03365500,0.632794,0.673816
01622000,0.665914,0.662481
06710247,0.540539,0.587271
03184000,0.697458,0.666839
03079000,0.713487,0.652855
09342500,0.752407,0.511634
04213500,0.735547,0.650066
11376000,0.718989,0.498330
05270700,0.565881,0.615873
06220500,0.702060,0.516115
11527000,0.744922,0.498315
06102050,0.445770,0.621321
02145000,0.649030,0.680202
09306500,0.607086,0.577264
01200500,0.739511,0.638550
02040000,0.664664,0.668044
02423425,0.655962,0.672636
02YK005,-9999.000000,0.589554
07257006,0.665544,0.646943
03566000,0.710237,0.694636
06191500,0.759204,0.493880
05211000,0.588753,0.605337
03488000,0.666271,0.675942
13307000,0.715204,0.518661
04218000,0.708845,0.664397
01054000,0.761104,0.607214
07183000,0.540554,0.632042
05MF008,-9999.000000,0.559603
09144250,0.675914,0.535523
02488500,0.658306,0.691902
12302055,0.747897,0.536845
05555300,0.606398,0.657418
06313500,0.486529,0.588998
06041000,0.728621,0.525403
08MB005,-9999.000000,0.559409
10CD001,-9999.000000,0.565157
02053200,0.622359,0.663573
08180700,0.525293,0.596728
12449500,0.751052,0.459949
07182250,0.534725,0.616516
06608500,0.530786,0.621275
11290000,0.704951,0.494155
07FC003,-9999.000000,0.582146
03025500,0.734298,0.659545
08176500,0.523953,0.638514
05OF020,-9999.000000,0.581533
12419000,0.748358,0.563272
14220500,0.731239,0.549817
01604500,0.681206,0.665693
02100500,0.626476,0.673464
02408540,0.662553,0.679902
01104200,0.726142,0.638978
01022500,0.762022,0.607925
07FB003,-9999.000000,0.598313
06AC001,-9999.000000,0.583776
13069500,0.708628,0.533032
03263000,0.620543,0.671529
06876700,0.489656,0.595196
08106500,0.502507,0.633561
07198000,0.623896,0.656537
12391400,0.721310,0.555969
08KA007,-9999.000000,0.542576
02110500,0.601375,0.677366
04078500,0.610545,0.614876
02312720,0.485514,0.682747
06037500,0.764195,0.489642
08KD006,-9999.000000,0.600137
04111000,0.623480,0.662298
07160500,0.507270,0.592642
06711565,0.542597,0.589197
05332500,0.645994,0.618796
11501000,0.726646,0.541846
09147500,0.705412,0.539404
01BD002,-9999.000000,0.590735
05484900,0.548741,0.626422
11517000,0.733294,0.507479
09097900,0.741922,0.543495
13213100,0.639397,0.585621
09382000,0.471146,0.562709
05486490,0.562045,0.631842
07052500,0.622136,0.653648
01556000,0.704174,0.658621
07195400,0.618991,0.649209
06DC001,-9999.000000,0.558582
12433000,0.738328,0.580438
05082625,0.487699,0.565634
02213000,0.639843,0.688069
12388700,0.733856,0.547937
02PG022,-9999.000000,0.602382
07176000,0.552297,0.643917
07074850,0.654301,0.689329
03342000,0.615167,0.684246
04227500,0.715661,0.654370
05587000,0.602950,0.659541
02136000,0.575579,0.680004
02LG005,-9999.000000,0.612106
07031650,0.653577,0.673952
03414500,0.711247,0.684273
12358500,0.772571,0.518045
05242300,0.592012,0.611421
06606600,0.540358,0.611421
08MA002,-9999.000000,0.525165
12394000,0.762035,0.516873
05466500,0.602080,0.646206
09410100,0.604969,0.529446
01526500,0.714972,0.652465
02LH004,-9999.000000,0.627887
03229500,0.632763,0.686834
02303330,0.478208,0.672806
12303500,0.750605,0.512386
12035002,0.746958,0.654648
06088500,0.386803,0.590737
01152500,0.746634,0.629383
02018000,0.678632,0.674116
07176500,0.563540,0.622637
07178000,0.565218,0.628207
08150700,0.439904,0.595897
14330000,0.746635,0.517530
06914000,0.558785,0.625223
11530000,0.746242,0.505354
01122500,0.743448,0.638290
06464100,0.433272,0.594656
01531500,0.722096,0.661903
11278300,0.714442,0.432768
07172000,0.536104,0.610052
05453520,0.573864,0.636720
12061500,0.742420,0.598671
02045500,0.655035,0.662082
07281600,0.644527,0.680338
02RD002,-9999.000000,0.588830
13246000,0.746943,0.490121
02412000,0.672162,0.688885
12409000,0.736013,0.557510
06347500,0.477301,0.578698
05325000,0.526066,0.625320
06316400,0.466268,0.600798
01601500,0.701482,0.648697
01575500,0.678246,0.660401
07MB001,-9999.000000,0.554694
02225500,0.599997,0.684428
04101500,0.618551,0.663255
01021000,0.760733,0.606403
12324680,0.619659,0.585593
07062500,0.675323,0.665496
03094000,0.664396,0.675688
04124200,0.688219,0.634877
02243000,0.495940,0.670602
07056700,0.677358,0.653845
04024000,0.641620,0.607204
04082400,0.599782,0.635913
08NN002,-9999.000000,0.554261
02319500,0.578538,0.695033
05497000,0.577554,0.642741
13266000,0.730099,0.523645
10140100,0.745304,0.510648
11251000,0.719478,0.479447
05LJ005,-9999.000000,0.574909
04085427,0.604551,0.627847
02167000,0.654979,0.686191
03433500,0.664337,0.676321
07018100,0.667251,0.677444
03322900,0.597111,0.669424
07185000,0.554836,0.649221
05594100,0.604992,0.679201
13296500,0.748996,0.434976
05227500,0.595037,0.611050
10155200,0.735110,0.508219
05599490,0.630975,0.668410
03316500,0.665109,0.700978
11261500,0.638858,0.509905
06227600,0.650856,0.540286
07274000,0.664792,0.664850
07180200,0.531135,0.606644
06066500,0.616816,0.589039
03363900,0.632791,0.668820
06452000,0.455453,0.636570
02223000,0.645552,0.688154
03262000,0.617507,0.664919
01566000,0.711901,0.651243
02WB003,-9999.000000,0.563461
13331500,0.756883,0.513336
12413500,0.752493,0.552624
02232000,0.474070,0.684507
03115400,0.681177,0.673423
14142500,0.742257,0.591665
01076500,0.754776,0.610393
14209500,0.745399,0.541643
03584600,0.681214,0.698214
09361500,0.742934,0.508541
01567000,0.703623,0.659302
01381900,0.708717,0.647739
03226800,0.628941,0.675419
03322985,0.597435,0.669858
12338300,0.745337,0.521153
08049500,0.507147,0.620403
06043500,0.760254,0.516540
01423000,0.741336,0.643736
08020900,0.593839,0.659085
08HD011,-9999.000000,0.586553
02011800,0.709769,0.660657
03404000,0.708389,0.687870
10CD004,-9999.000000,0.564869
06751150,0.550967,0.603955
11458000,0.715142,0.466136
13073000,0.701301,0.559016
02467000,0.661001,0.704075
02313000,0.484912,0.681888
14301000,0.747183,0.622773
04221000,0.727087,0.649072
04195820,0.612166,0.657444
01FB001,-9999.000000,0.604788
01548500,0.723496,0.640110
08NG053,-9999.000000,0.545769
13336500,0.757912,0.515970
01116500,0.737309,0.644657
05087500,0.506462,0.588455
05495000,0.583036,0.642255
04108670,0.643305,0.656098
02365500,0.616093,0.681257
04146063,0.629191,0.637000
14191000,0.744233,0.608449
05443500,0.596371,0.642780
05382000,0.601289,0.630522
14187200,0.751682,0.573894
09251000,0.695491,0.545697
05QA002,-9999.000000,0.600597
11172175,0.676209,0.463946
01663500,0.667703,0.659655
14190500,0.737495,0.596358
02082506,0.632295,0.677204
13168500,0.640778,0.549805
06661585,0.578561,0.569992
08276500,0.527345,0.568204
01049500,0.747354,0.619188
06478690,0.497860,0.597104
09363500,0.702540,0.517947
07GC002,-9999.000000,0.603911
06020600,0.648678,0.560849
02175500,0.580400,0.682350
07GD002,-9999.000000,0.601305
05OE006,-9999.000000,0.582805
03265000,0.617056,0.659756
01013500,0.756125,0.599857
01438500,0.740224,0.641791
06699005,0.659446,0.538032
021556525,0.665616,0.672402
03086000,0.714616,0.687964
09277500,0.713691,0.497765
13340600,0.745695,0.509427
08GD008,-9999.000000,0.548979
12045500,0.718285,0.522004
06882000,0.490877,0.630062
05584500,0.592569,0.644505
03435305,0.639575,0.675324
07263012,0.675700,0.666821
01AP004,-9999.000000,0.613730
05CC008,-9999.000000,0.600326
01375000,0.724358,0.650423
05294000,0.512092,0.600725
10348000,0.711210,0.455642
06313590,0.463363,0.603941
10109000,0.757634,0.487377
05536290,0.599943,0.655158
06470878,0.497742,0.594193
02191300,0.657932,0.676689
02203000,0.586142,0.682501
09119000,0.652981,0.522544
06916600,0.560056,0.637627
01FB003,-9999.000000,0.617902
13285500,0.710357,0.548111
02315500,0.599622,0.676181
14038530,0.731008,0.527036
13181000,0.656763,0.559536
02462951,0.664486,0.697983
02447025,0.664514,0.691325
03184500,0.680599,0.688301
09180500,0.639740,0.575066
06934000,0.652069,0.670194
03324300,0.607025,0.662418
03434500,0.670713,0.676960
01166500,0.747894,0.617213
06307830,0.476099,0.622466
04116000,0.623336,0.663443
02294775,0.445329,0.663502
04066800,0.665518,0.625520
03403500,0.712542,0.686029
06012500,0.710415,0.518901
11383500,0.731367,0.497206
05200510,0.584599,0.596188
13132500,0.688353,0.497083
11289651,0.720298,0.478520
02479310,0.644024,0.695543
06905500,0.598043,0.653046
13141500,0.719112,0.466029
12350250,0.739911,0.536634
01420980,0.749665,0.631759
08279500,0.530216,0.571277
02487500,0.661364,0.671070
05525500,0.597894,0.659908
11471500,0.739059,0.479032
06090800,0.590784,0.611902
05QE008,-9999.000000,0.601070
07030240,0.644070,0.670951
09166500,0.740616,0.511088
06876070,0.456705,0.616116
04206000,0.677331,0.668555
07268000,0.658508,0.663375
03058975,0.694896,0.677643
06721000,0.520241,0.612872
03272000,0.631532,0.663470
10183500,0.615675,0.542931
03190400,0.717595,0.670827
05046000,0.533549,0.593224
03300400,0.649069,0.681683
07031740,0.646768,0.674532
07171000,0.547506,0.636027
06447450,0.449522,0.633346
05432500,0.602995,0.623997
08276300,0.579004,0.581519
09489500,0.647030,0.564839
07072500,0.660678,0.681252
05MF001,-9999.000000,0.559314
05300000,0.527317,0.604126
03106000,0.684697,0.667817
10346000,0.711427,0.451224
04196500,0.626605,0.668252
01668000,0.659621,0.668389
06351200,0.437672,0.596067
08FC003,-9999.000000,0.552921
05ED002,-9999.000000,0.578125
03447687,0.702524,0.683687
09406100,0.605891,0.568088
06913000,0.549090,0.625907
01144500,0.749043,0.622675
11176900,0.664164,0.471316
05526000,0.598025,0.659525
03325000,0.606103,0.671785
03270000,0.629132,0.669243
05421740,0.588661,0.632728
06898000,0.575699,0.634955
06634620,0.555408,0.563664
03024000,0.724649,0.660895
03475000,0.666517,0.679295
01403060,0.681188,0.652048
13046000,0.753881,0.507533
02312762,0.485478,0.682745
08ED001,-9999.000000,0.540739
01080500,0.739466,0.615569
04121500,0.655250,0.631651
03136500,0.663724,0.664039
08032000,0.602624,0.640760
09482000,0.418619,0.537558
09498400,0.550889,0.499865
08065350,0.545266,0.659578
02106500,0.587306,0.676466
13342500,0.740262,0.548356
03031500,0.732283,0.659129
02311500,0.495243,0.683335
13027500,0.752401,0.511761
02367900,0.617351,0.672370
05244000,0.560860,0.600428
11066460,0.659136,0.446156
02420000,0.662020,0.709414
06AG002,-9999.000000,0.582197
03598000,0.683538,0.685429
08EF001,-9999.000000,0.570597
07048600,0.673083,0.647475
01170000,0.758015,0.611131
13013650,0.758806,0.469882
05407000,0.616581,0.642105
05482500,0.546611,0.615696
08NC004,-9999.000000,0.530083
02301500,0.485674,0.664612
07237500,0.376398,0.616905
06730500,0.573609,0.618193
01549700,0.725471,0.642263
06738000,0.692968,0.544684
14163900,0.743082,0.543630
04067958,0.665578,0.617304
03380500,0.629220,0.665752
01627500,0.687643,0.653861
05402000,0.601528,0.618388
10038000,0.653303,0.529733
04154000,0.646212,0.633701
07311000,0.491954,0.589896
11292700,0.715749,0.432015
04058100,0.710818,0.602142
03320000,0.664145,0.700842
05HD036,-9999.000000,0.588327
06166000,0.349057,0.589302
08NA002,-9999.000000,0.533653
02YG001,-9999.000000,0.579255
08183500,0.507755,0.608352
03589500,0.687279,0.723077
11051499,0.694141,0.431084
07186000,0.605405,0.652013
03198000,0.689513,0.696945
10311700,0.698290,0.487960
03015000,0.735541,0.655444
09302000,0.601594,0.536840
06465000,0.401492,0.641581
11192500,0.689507,0.444505
06921350,0.618541,0.647375
03036500,0.728650,0.660967
05419000,0.599766,0.623985
04135700,0.665887,0.626962
11525655,0.742787,0.489475
07013000,0.659257,0.664278
02226000,0.616453,0.706328
03117000,0.637126,0.672291
03221000,0.616212,0.674874
03085500,0.654255,0.675904
02337000,0.647442,0.681020
01168151,0.765140,0.595937
05570910,0.603368,0.647681
10039500,0.653620,0.529765
02039500,0.667383,0.667592
03353800,0.625487,0.667456
01603000,0.713221,0.654093
07356000,0.674717,0.653712
13200000,0.745438,0.494829
11462500,0.722592,0.488312
03219500,0.613734,0.671184
03124500,0.642170,0.670468
12194000,0.725399,0.505076
02ZH001,-9999.000000,0.607979
01081000,0.740468,0.615128
01113895,0.732232,0.639644
07093700,0.619326,0.525710
13269000,0.646968,0.585848
08164300,0.556972,0.612002
10312000,0.675778,0.501435
11473900,0.735939,0.488200
05TG003,-9999.000000,0.544325
09424900,0.493593,0.513029
05DE007,-9999.000000,0.604783
09106150,0.709880,0.547628
03112000,0.688606,0.667834
05473400,0.574895,0.647465
01081500,0.747592,0.617164
06635000,0.553630,0.573976
06324500,0.465901,0.623725
11316600,0.719283,0.448007
08KG003,-9999.000000,0.574169
06355500,0.435909,0.594659
09085100,0.729929,0.522984
12200500,0.729066,0.527631
11044300,0.640695,0.447109
03217000,0.691697,0.681384
07138070,0.399424,0.659835
02NF003,-9999.000000,0.616887
02223500,0.636019,0.693913
07030500,0.659641,0.671682
05422000,0.589261,0.641813
02124742,0.622933,0.668707
06359500,0.441404,0.600765
03164000,0.699649,0.668352
02115360,0.664880,0.683877
06076690,0.581751,0.597347
02UC002,-9999.000000,0.558249
02228000,0.569053,0.680967
06430500,0.611340,0.616602
14123500,0.740177,0.506406
09418500,0.583678,0.528961
02193500,0.648572,0.658652
01646502,0.674384,0.684516
09497980,0.620216,0.532099
03575100,0.668307,0.691874
03451500,0.696885,0.689858
02419890,0.651019,0.698389
07288280,0.622324,0.667591
09514100,0.465486,0.608920
09442680,0.533961,0.558302
07312700,0.460241,0.588705
14400000,0.740052,0.587933
14207500,0.741463,0.610267
01628500,0.662850,0.665922
01520000,0.707719,0.644775
02387500,0.685028,0.691826
05331580,0.543107,0.630482
08175800,0.523248,0.635306
06799350,0.468774,0.623403
11468000,0.730912,0.485189
05QE012,-9999.000000,0.595444
04294000,0.748341,0.635323
08313000,0.532441,0.579988
06752280,0.568718,0.606762
05440000,0.599029,0.637877
01536500,0.721156,0.662358
13333000,0.737294,0.562189
02424000,0.654418,0.685861
03603000,0.677925,0.696793
09384000,0.513862,0.570856
03335500,0.610822,0.676520
08111700,0.571285,0.631791
06225500,0.688366,0.523096
05080000,0.581062,0.599525
02YM001,-9999.000000,0.597170
06475000,0.503279,0.608885
08CE001,-9999.000000,0.548238
08KG001,-9999.000000,0.593865
06884000,0.487572,0.616402
07378000,0.636487,0.676106
08EE013,-9999.000000,0.572250
02319000,0.569194,0.679116
07LB002,-9999.000000,0.533284
06799000,0.451749,0.619111
09271550,0.575521,0.532331
02210500,0.638556,0.684599
06719505,0.700803,0.555094
08249000,0.653871,0.518612
02318700,0.571708,0.665910
07144795,0.446738,0.599883
07299670,0.485956,0.568515
04086000,0.606404,0.630270
08207500,0.448580,0.568886
08150000,0.434071,0.574776
09134100,0.738580,0.549662
06811500,0.532718,0.621285
05545750,0.602398,0.633973
06799100,0.486590,0.607543
11493500,0.746179,0.521903
01329500,0.748073,0.622959
05060100,0.502731,0.580905
01515000,0.727423,0.659546
07119700,0.455093,0.644672
04185000,0.618361,0.641840
11043000,0.611622,0.435824
02021500,0.694108,0.657692
02318000,0.574318,0.671471
08062700,0.529748,0.638881
02GC010,-9999.000000,0.648096
06764880,0.417421,0.658443
02135200,0.611838,0.709444
01644000,0.659032,0.657648
01343060,0.769710,0.606162
06348300,0.456490,0.593600
07066000,0.656646,0.654399
06468170,0.483600,0.582568
01138500,0.752522,0.621406
01200000,0.727367,0.642563
06130500,0.449586,0.633586
01364500,0.742849,0.633590
02329600,0.583732,0.660242
02096500,0.629089,0.674351
05362000,0.629038,0.612870
08NK002,-9999.000000,0.550713
04106906,0.635870,0.659580
13152500,0.681823,0.494117
09304200,0.759826,0.494340
12089500,0.747558,0.610409
02245050,0.500157,0.671565
01172010,0.748894,0.628828
07170990,0.545465,0.633639
05550000,0.605557,0.640339
08EE020,-9999.000000,0.550713
05440700,0.595344,0.641661
05127000,0.672563,0.607348
06602400,0.507027,0.619552
11151300,0.671352,0.434430
09070000,0.743025,0.515809
03310300,0.648271,0.683117
06465500,0.403521,0.642526
05568500,0.601127,0.675747
03584020,0.680141,0.679772
11133000,0.692356,0.411566
07JA003,-9999.000000,0.573139
05453100,0.572809,0.633014
02FE013,-9999.000000,0.629845
13175100,0.708051,0.493894
06298000,0.755381,0.512336
09209400,0.646620,0.506677
05573540,0.602712,0.659326
02066000,0.657627,0.677753
06464500,0.429398,0.613173
08EC013,-9999.000000,0.586512
13078000,0.650811,0.547757
14242580,0.742681,0.597082
07047942,0.619879,0.658741
11525854,0.742843,0.492069
08NA006,-9999.000000,0.513139
05TE002,-9999.000000,0.561807
02413300,0.657762,0.687009
03114500,0.703612,0.674651
08NP001,0.768476,0.551430
08068800,0.541713,0.631874
01099500,0.730474,0.640102
09288180,0.703101,0.532107
05330920,0.529592,0.626576
07018500,0.665395,0.678602
13202000,0.737119,0.477451
06759500,0.458979,0.644219
06918065,0.595083,0.641827
09109000,0.738366,0.470963
11377100,0.725794,0.533390
07FD001,-9999.000000,0.607647
14200000,0.753433,0.625939
03563000,0.715826,0.685936
02455500,0.665832,0.678868
10348200,0.710962,0.455642
04282000,0.756783,0.614896
07068000,0.665940,0.672930
05427570,0.584314,0.631984
03234300,0.639807,0.678011
05056000,0.466889,0.586591
02396000,0.671936,0.688913
02490500,0.647796,0.665406
08174600,0.529985,0.605055
05554500,0.606060,0.651228
12329500,0.699298,0.557848
01534000,0.716020,0.644877
03438000,0.647629,0.664912
01611500,0.688587,0.656985
03QC002,-9999.000000,0.550917
05398000,0.639853,0.620019
06605000,0.542379,0.603717
05576500,0.592865,0.665849
01576000,0.712785,0.670571
05MC001,-9999.000000,0.559010
09224700,0.512826,0.549289
02061500,0.652776,0.665347
08093360,0.552962,0.591474
08LB047,-9999.000000,0.540320
03461500,0.714497,0.690241
09033300,0.749227,0.501775
08167000,0.515161,0.590911
01595500,0.734372,0.659558
03076500,0.726429,0.669531
05469000,0.588863,0.648764
07151500,0.482302,0.608645
08329928,0.509639,0.596422
04176000,0.620999,0.657156
01573560,0.682625,0.656868
07069000,0.662737,0.680686
04122200,0.675509,0.639867
08KA001,-9999.000000,0.543946
09519800,0.453772,0.606805
11335000,0.728554,0.487034
02349500,0.631037,0.691230
05DF004,-9999.000000,0.601630
07380120,0.634604,0.680940
01502500,0.730324,0.651540
07GJ001,-9999.000000,0.613381
12389500,0.756119,0.538526
04FA003,-9999.000000,0.578313
06884400,0.491807,0.622118
06470000,0.492030,0.590094
06710245,0.540540,0.587271
01108000,0.728421,0.650057
04191500,0.611533,0.669137
02JB013,-9999.000000,0.607991
07375500,0.635663,0.675708
06331000,0.426062,0.582127
09112200,0.753497,0.486621
12213100,0.737358,0.579650
02055000,0.662856,0.661721
13344500,0.703697,0.588836
12097850,0.709099,0.553765
02482550,0.663090,0.676395
08051500,0.526797,0.600148
05317000,0.523940,0.607538
06875900,0.454582,0.614474
08086050,0.466963,0.574386
06438000,0.489150,0.632232
05593520,0.617834,0.661820
02223248,0.640466,0.691332
12352500,0.731881,0.544252
07063000,0.675713,0.670184
13310199,0.742196,0.496288
09261000,0.545797,0.568572
05434500,0.605373,0.628576
10174500,0.694885,0.526343
06445685,0.438146,0.613716
04232482,0.697475,0.659634
01014000,0.760019,0.598757
04GA002,-9999.000000,0.589543
07EC004,-9999.000000,0.555270
07134100,0.350120,0.608862
01125500,0.742524,0.632960
02025500,0.687741,0.678693
02479160,0.631044,0.674339
03575500,0.690412,0.719872
06BD001,-9999.000000,0.565488
06BA002,-9999.000000,0.589535
02198000,0.610078,0.674599
07149000,0.455616,0.595898
03284000,0.683516,0.700959
02062500,0.656808,0.674755
06410500,0.649878,0.607662
05405000,0.623063,0.626563
01614000,0.676461,0.650109
05498000,0.584448,0.643706
02RF002,-9999.000000,0.596099
08053500,0.526440,0.606062
11295300,0.717737,0.441083
07362500,0.671576,0.652685
02029000,0.681702,0.680472
03340500,0.612605,0.680670
01018035,0.756982,0.610537
01472000,0.686156,0.654973
03599240,0.674727,0.690397
05585830,0.604030,0.644812
12040500,0.745089,0.644004
09405500,0.667762,0.557024
10AC004,-9999.000000,0.549832
04176500,0.615439,0.658913
05383075,0.608905,0.630211
05572000,0.604618,0.653703
02173000,0.591476,0.678740
01545000,0.725890,0.636455
07363500,0.662006,0.674403
06306250,0.492270,0.597998
11368000,0.747929,0.480748
03290500,0.668821,0.707197
01100000,0.742509,0.633829
05127500,0.666089,0.608190
12459000,0.712641,0.464924
02160105,0.654780,0.677112
06308400,0.424635,0.583731
03231500,0.621142,0.689447
03MB002,-9999.000000,0.530538
01049205,0.756259,0.612060
02411930,0.670270,0.684405
05483600,0.544413,0.615538
10310407,0.710959,0.476534
03FA003,-9999.000000,0.540177
01578310,0.710955,0.673219
10329000,0.650592,0.525365
08KE016,-9999.000000,0.597581
05MH006,-9999.000000,0.565114
10261100,0.686076,0.434213
09135950,0.714950,0.556897
11467000,0.718506,0.480830
09512800,0.524615,0.527161
01BD008,-9999.000000,0.593356
02477000,0.656306,0.670559
14319500,0.750395,0.563710
07312200,0.476956,0.572658
14202000,0.739535,0.628534
03BD002,-9999.000000,0.598781
05383950,0.605026,0.613856
10BE007,-9999.000000,0.566768
03406500,0.677993,0.690279
06477000,0.500091,0.612947
08LB020,-9999.000000,0.564571
07BF009,-9999.000000,0.587837
01129500,0.759615,0.612944
02479560,0.649755,0.681518
04142000,0.642417,0.626617
08028000,0.632223,0.657285
09110000,0.738817,0.480764
12415140,0.748029,0.543816
13339500,0.753975,0.540459
02441390,0.665523,0.683930
07071500,0.654396,0.664388
